file_name,url,audio_duration,uni,inference_transcript,inference_checkpoint-19000
STT_GR_0004_0036_192200_to_194200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0004_0036_192200_to_194200.wav,2.0,དེ་ལ་བརྟེན་ནས་ད་ལྟ་ང་ཚོ།  ,དེ་ལ་རྟེན་ལེན་ད་ལྟ་ང་ཚོ།  ,དེ་ལ་བརྟེན་ནས་ད་ལྟ་ང་ཚོ།
STT_GR_0029_0179_956780_to_958028,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0029_0179_956780_to_958028.wav,1.248,བཀའ་དྲིན་ཆེ་ཞུ་གི་ཡོད།  ,བཀའ་དྲིན་ཆེ་ཞོག་གི་ཡིན་ན།  ,བཀའ་དྲིན་ཆེ་ཞུ་པ་འི།
STT_GR_0021_0024_212400_to_214300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0021_0024_212400_to_214300.wav,1.9,ངེས་པ་ལྔ་གང་ཡིན་ན།  ,མི་བག་སྔགས་གང་ཡིན་ན།  ,ངེས་པ་ལྔ་གང་ཡིན་ན།
STT_GR_0023_0163_1161000_to_1162700,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0023_0163_1161000_to_1162700.wav,1.7,གཉིས་འཛིན་གི་བག་ཆགས།  ,གཉིས་མཚན་ག་བག་ཆགས།  ,གཉིས་སཟིངས་གྱི་བག་ཆགས།
STT_GR_0003_0107_505219_to_506820,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0003_0107_505219_to_506820.wav,1.601,དེས་ནི་ད་ལྟ་འཛམ་བུ་གླིང་ལ་དེས་སེ་ ,དེ་ནི་ད་ལྟ་འཛམ་བུ་གླིང་ལ་དིཟེ།  ,དེ་ནས་ད་ལྟ་འཛམ་བུ་གླིང་ལ་དེ་ནེ་ཟེར།
STT_GR_0021_0019_180800_to_183800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0021_0019_180800_to_183800.wav,3.0,དེ་ནས་ཨ། བཞུགས་ཡོད་རེད་རྫས།  ,དེ་ནས་ཨ། གཞུག་ཡོད་རེད་དེ།  ,དེ་ནས་ཨ། བཞུགས་ཡོད་རེད་དེར།
STT_GR_0002_0255_1062508_to_1063564,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0002_0255_1062508_to_1063564.wav,1.056,ཐེག་པ་གསུམ་གི་ལམ་ལ་ཞུགས།,ཐིག་པ་གསུམ་གི་ལམ་ལ་བཞུགས ,ཐེག་པ་གསུམ་གྱི་ལམ་ལ་ཞུགས་
STT_GR_0010_0137_463476_to_464467,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0010_0137_463476_to_464467.wav,0.991,འགྲོ་དགོས་ཀི་ཡོད་རེད།  ,འགྲོ་གོས་རང་ཡོད་རེད།  ,གྲོགས་ནང་ལ་ཡོད་རེད།
STT_GR_0004_0064_260471_to_261848,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0004_0064_260471_to_261848.wav,1.377,དེ་ནས་ས་གི་རྟེན་འབྲེལ་ཏིག་ས་འཆུགས།,དེ་ནས་ཟག་གི་རྟེན་འགྲོལ་ཏིག་ཙང་ཆོག ,དེ་ནས་ཕྱག་གའི་བརྟེན་འབྲེལ་ཏོག་ཙམ་མཆུག
STT_GR_0006_0062_292824_to_294072,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0062_292824_to_294072.wav,1.248,ཇ་ཞིམ་པོ་བཏུང་དགོས་རེད་དེ་ནས།,རྒྱ་ཞེན་པོ་གཏོང་དགོས་རེད། དེ་ནས།  ,ྱ་ཤེན་པོ་གཏོང་དགོས་རེད། དེ་ནས།
STT_GR_0008_0015_156920_to_158904,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0008_0015_156920_to_158904.wav,1.984,སེམས་ཅན་ཐམས་ཅད་ཀི་ལས་དང་རྣམ་པར་སྨིན་པ།  ,སེམས་སྐྱིད་ཐམས་ཅད་ཀི་ལས་དང་རྣམ་པ་མིད་པ།  ,སེམས་ཅན་ཐམས་ཅད་ཀྱི་ལས་དང་རྣམ་པར་མེད་པ།
STT_GR_0007_0099_415072_to_416832,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0007_0099_415072_to_416832.wav,1.76,ཧ་ལམ་དེ་ནས་མངོན་སུམ་འཆར་ཡོད་རེད།,ཧ་ལམ་དེ་ནས་མངོན་སོམས་བྱག་རོ་པ་རེད།  ,ཕ་ལམ་དེ་ནས་མངོན་སུམ་ཤར་ཡོ་དགོས་རེད།
STT_GR_0009_0042_283796_to_284756,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0009_0042_283796_to_284756.wav,0.96,དེ་འདྲ་དེ་འདྲའི་འབྲེལ་བ།  ,བྱར་ན་དེ་འདྲའ་གི་འབྲེལ་བ།  ,སེམས་ལ་དེ་ནས་འབྲེལ་བ།
STT_GR_0017_0129_596352_to_597312,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0129_596352_to_597312.wav,0.96,བརྩེ་བ་དང་གྲོགས་དེ་  ,བརྩེ་བ་དང་གྲོགས་བྱས།  ,བརྩེ་བ་དང་གྲོགས་ཀྱེ་
STT_GR_0025_0043_210192_to_212048,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0025_0043_210192_to_212048.wav,1.856,ད་ད་ལྟ་ངེད་ཚོ་ཉམས་ལེན་གི་སྐབས་ལ་བལྟས་ན།,ད་ད་དག་སུང། ཉམས་ྱེན་གི་སྐབས་ལས་བལྟས་ན།  ,ད་ད་ལྟ་ང་ཚོ་ཉམས་ལེན་གྱི་སྐབས་ནས་བལྟས་ན།
STT_GR_0015_0010_73760_to_75264,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0015_0010_73760_to_75264.wav,1.504,དཔེར་ན། ཤིང་ཏོག་ཀུ་ཤུ་གཅིག་ཡིན་ན་ཡ།  ,དཔེར་ན་ཤིང་ཐོག་ཀུ་ཤུ་ཅིག་ཡིན་ན་ཡ།  ,དཔེར་ན་ཤིང་ཐོག་སྐུ་ཤུས་ཅིག་ཡིན་ན་ཡང་།
STT_GR_0019_0209_1136804_to_1137604,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0209_1136804_to_1137604.wav,0.8,འབབ་སྡེར་གཅིག་ལ་བསྒྱུར།  ,འབབ་དེར་གཅིག་གི་འགྱུར།  ,ཕ་བདེ་གཤེགས་ལ་རྒྱུར།
STT_GR_0011_0077_583500_to_585300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0077_583500_to_585300.wav,1.8,གང་ཡོད་མ་རེད། ག་རེ་ཟེར།  ,ག་ཡོད་མ་རེད།་ག་རེ་ཟ།  ,ཁ་རེ་ཡོད་མ་རེད་་ས།
STT_GR_0011_0110_708500_to_711900,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0110_708500_to_711900.wav,3.4,རེད་རྟེན་འབྲེལ་ཡག་པོ་རེད་རྫས། སྐལ་པ་བཟང་པོ་རེད་ཡ།,དཔེ་དེམས་འགྲེལ་ཡག་པོ་རེད་དེ། ཀྲ་པ་ལང་དགོས་རེད།  ,དཔེ་དེ་འདྲས་ཡག་པོ་རེད། སྐལ་པ་བཟང་པོ་རེད།
STT_GR_0019_0072_378712_to_381336,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0072_378712_to_381336.wav,2.624,དེ་ནས་རང་རྒྱུད་ལ་མེད་ན། རང་དམྱལ་བར་ལ་འགྲོ་བའི་རྒྱུ་རེད་མ་གཏོགས།  ,དེ་ནས་རང་རྒྱུད་ལ་མེད་ན་རང་གི་ཉལ་བར་ལ་འགྲོ་བའི་རྒྱུ་རེད་མ་གཏོགས།  ,རང་རྒྱུད་ལ་མེད་ན་རང་དམྱལ་བ་ལ་འགྲོ་བའི་རྒྱུ་རེད་མ་གཏོགས།
STT_GR_0019_0191_965600_to_967500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0191_965600_to_967500.wav,1.9,དེ་ལྟ་བུ་མ་རྟོགས་ཀི་བར་དུ།  ,དེ་ྟ་བ་མ་རཏོགས་ཀི་བར་དུ།  ,དེ་ལྟ་བུ་མ་རྟོག་གི་བར་དུ།
STT_GR_0024_0053_336500_to_338036,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0024_0053_336500_to_338036.wav,1.536,དུས་གསུམ་དུ་བསགས་པའི་དགེ་རྩ་རྫོ་ཚུར་,བཅུ་ུ་ཏུབ་དུ་ས་པ་གའི་རྟག་ཏུ་ཚུར།  ,དུས་གསུམ་དུ་བསགས་པའི་དགེ་རྩ་དེ་ཚུར།
STT_GR_0019_0222_1165924_to_1168004,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0222_1165924_to_1168004.wav,2.08,ག་ཚོད་བརྒྱབ་ན་བསྙེན་པ་རེ་རེ་བརྒྱ་འགྱུར་ཡོད་རེད།  ,ག་ཚོད་བརྒྱབ་ལ་རྙིས་པ་རེ་རེ་བརྒྱ་སྦྱོར་ཡོད་རེད།  ,ག་ཚོད་སྦྱང་ན་སྙན་པ་རེ་རེ་ཟླ་འགྱུར་ཡོད་རེད།
STT_GR_0019_0116_501075_to_502164,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0116_501075_to_502164.wav,1.089,མི་ལ་རས་པ་འདྲ་འདྲ་འང་  ,མི་ལ་རེ་པ་འདྲ་ན་།  ,མ་ལ་རས་པ་དྲེ་ཡང་
STT_GR_0019_0255_1333351_to_1334631,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0255_1333351_to_1334631.wav,1.28,ཕ་རོལ་ཕྱིན་དྲུག་གི་སྙིང་པོ་རེད།  ,བ་རོལ་སུ་འགྲོག་པའི་སྙིང་པོ་རེད།  ,ཕ་རོལ་ཕྱིན་དྲུགས་གི་སྙིང་པོ་རེད།
STT_GR_0011_0135_910896_to_912592,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0135_910896_to_912592.wav,1.696,ཡོན་ཏན་དེ་ལྟ་བུ་རྒྱུད་ལ་འདུག་གམ་མི་འདུག,ཡོང་སྟེན་དེ་ལྟ་བུ་རྒྱུད་ལ་ཟདོ་ག་མི་འདོག ,ཡོན་ཏན་དེ་ལྟ་བུ་རྒྱུད་ལ་འདུག་ག་མི་འདུག
STT_GR_0019_0290_1440500_to_1443100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0290_1440500_to_1443100.wav,2.6,གོང་དེར་ལྷ་གཅིག་ཉམས་ལེན་བྱས་ན་འགྲིག་གི་རེད།,གང་རྒལ་ཧྲ་ཏིག་ནམ་ལིན་ཁས་ལན་འགྲོ་གི་ཡོད།  ,གང་བྱས་ན་ལྷ་གཅིག་ཉམས་ལེན་བྱས་ན་འགྲིག་གི་རེད།
STT_GR_0019_0117_502195_to_503251,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0117_502195_to_503251.wav,1.056,གུ་རུ་རིན་པོ་ཆེ་འདྲ་འདྲ།,མགོ་ྲོ་རིན་པོ་ཁྱེར་འནྲ་འདྲ།  ,གུ་རུ་རིན་པོ་ཆེ་ན་ད་།
STT_GR_0019_0070_374135_to_376376,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0070_374135_to_376376.wav,2.241,བྱང་ཆུབ་སེམས་བཤད་དགོས་རེད། དེ་ནས་དེ་མ་གཏོགས་བཤད་ན་དེ་ནས,བཟང་ཕྱོག་སེམས་བཤད་དགོས་རེད། དེ་ནས་དེ་མ་ཐོབ། ཤེད་ར་དེ་ནིང།  ,བྱང་ཆུབ་སེམས་བཤད་དགོས་རེད། དེ་ནས་དེ་མ་གཏོགས་གཞེ་ན་ནས་
STT_GR_0022_0215_1625312_to_1627584,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0215_1625312_to_1627584.wav,2.272,ཨེ་ནས་རང་གིས་སེམས་ཀྱི་གནས་ལུགས་མཐོང་གི་རེད་པ། ད་འདི་རེད།  ,ཨ་མོ་གི་ཁྲས་པུ་ནས་རབས་མཐོང་དགོས་ར། ད་འདི་རེད།  ,ད་ང་་སེམས་ཀྱི་གནས་ལུགས་མཐོང་གི་ཡད་། ད་དེ་རེད།
STT_GR_0022_0197_1544100_to_1555200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0197_1544100_to_1555200.wav,11.1,"སྙིང་རྗེའི་རང་མདངས་ཡོད་པ་དེ་ནས་ནམ་མཁས་གར་ཁྱབ་ལ་ཁྱབ་བསྡད་ཡོད། སྟོང་པ་ཉིད་གར་ཁྱབ་པ་ཁྱབ་བསྡད་རེད་དེ་ད། གང་ལ་ཡང་སངས
རྒྱས་ཐུགས་ཀྱིས་ཁྱབ་བསྡད་ཡོད་བརྫོ་རྒྱུ་དེ་དེ་རེད། ཐུགས་རྗེ་ཀུན་ལ་ཁྱབ་པ་སྤྲུལ་སྐུ་ཟེར།  ",སྙིང་རྗེ་རང་ཐང་ཡོག་པ་དེ་ན་ ནམ་མཁའི་ག་རེ་ཁྱབ་རེད། ཁྱབ་བསྡད་ལོ། སྟོང་པ་རྒྱི་ག་རེ་ཁྱབ་དེ་ཁྱབ་བསྡད་རེད་དེ་ད། གང་ལ་ཡང་ས་སྐྱའི་ཐུགས་ཀི་ཁྱབ་དེ་འོ་ྡོ་ྱེ་དེ་དེ་རེད། ཐུགས་རྐྱེ་ཀུན་ལ་ཁྱབ་པ་ཀྲུག་གུ་ཟེ།  ,སྙིང་རྗེའི་རང་མདངས་ཡོད་པ་དེ་ནམ་མཁས་གར་ཁྱབ་ལ་ཁྱབ་བསྡད་ཡོད་རེད། སྟོང་པ་ཉིད་ཀྱིས་གང་ལ་ཁྱབ་པ་དེ་ལ་ཁྱབ་བསྡད་པ། གང་ན་ཡང་སངས་རྒྱས་ཐུགས་ཀྱིས་ཁྱབ་བསྡད་ཡོད་ཟེར་རྒྱུ་དེ་རེད། ཐུགས་རྗེ་ཀུན་ལ་ཁྱབ་པ་སྤྲུལ་སྐུ་ཟེར།
STT_GR_0022_0325_2122332_to_2124763,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0325_2122332_to_2124763.wav,2.431,དེའི་རྗེས་སུ་ལམ་སང་རྣམ་རྟོག་བཅས་ཀྱིས་བར་མ་ཆོད་པ། ,དེའི་རྗེས་སུ་ལམ་སང་རྣམ་རྟོག་བྱས་བྱས་བར་མ་ྱུག་པ།  ,དེའི་རྗེས་སུ་ལམ་སང་རྣམ་རྟོག་གཞན་གྱིས་བར་མ་ཆོད་པ།
STT_GR_0022_0004_34700_to_38500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0004_34700_to_38500.wav,3.8,ག་རེ་ཡིན་པ་ཐམས་ཅད་ལ་སྦྱོང་། དཔེར་ན། དགེ་བ་གཅིག་བསྒྲུབས་ན་དེ་བདག་ཏུ་བཟུང་ན།,ག་རེ་ཡིན་པ་ཐམས་ཅད་ལས་རྒྱུང། དཔེར་ན། དགེ་བ་ཅིག་སྒྲབ་ན་ དེ་བདག་དེ་ཚོང་ལ།  ,ག་རེ་ཡིན་པ་ཐམས་ཅད་ལ་སྐྱོན། དཔེར་ན། དགེ་བ་གཅིག་སྒྲུབ་ན་དེ་བདག་ཏུ་བཟུང་ན།
STT_GR_0022_0001_6800_to_10300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0001_6800_to_10300.wav,3.5,ད་བསྔོ་བ་ལ་ཐུག་ཡོད་རེད། དེ་རིང་བསྔོ་བ་དེ།  ,ད་བསྔོ་བ་ལ་ཐུག་ཡོད་རེད། དེ་རིང་སྔོ་བ་དེ།  ,ད་བསྔོ་བ་ལ་ཐུག་གི་ཡོད་རེད། དེ་ནས་སྔོ་བ་དེ།
STT_GR_0022_0204_1598848_to_1600608,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0204_1598848_to_1600608.wav,1.76,འབྲས་བུ་སེམས་སུ་འདོད་པ་ཡིན་གསུངས་དུས།  ,འབྲས་བུ་སེམས་ཙུ་འདུག་པ་ཡིན་གསུངས་དུས།  ,འབྲས་བུ་སེམས་སུ་འདོད་པ་ཡིན་གསུངས་དུས
STT_GR_0022_0098_874300_to_878600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0098_874300_to_878600.wav,4.3,དེ་ཡི་གནས་སྐབས་སྒྱུ་མ་ལྟ་བུའི་གྲུབ་པ་དེ་ལ་བསྔོ་རྒྱུ་དགེ་རྩ་ག་རེ་རེད།  ,དེ་དེ་གནས་སྐབས་སྒྱུ་མ་ལྟ་བུའི་གྲོད་པ་དེ་ལ་སྔོ་རྒྱུ་དགེ་རྩགས་ག་རེ་རེད།  ,དེ་ནས་དེ་གནས་སྐབས་རྒྱུན་མ་ལྟ་བུའི་གྲུབ་པ་དེ་ལ། བསྔོ་རྒྱུ་དགེ་རྩ་ག་རེ་རེད
STT_GR_0022_0287_1948800_to_1956500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0287_1948800_to_1956500.wav,7.7,བྱས་ཙང་ཆེ་ཕྲ་གང་ཡིན་ནའང་། དང་པོ་སེམས་བསྐྱེད་རྒྱ་བསྐྱེད་དགོས་རེད། ཨོང་།  ,དེང་ཚང་དགི་ད་ཁཆིབ་ཁྲག་གང་ཡིན་ན་ཨ་ལེ། དང་པོ་སེམས་བསྐྱིད་རྒྱ་བྱེད་དགོས་རེད། ཨ།  ,དེང་སང་དགེ་རྩ་ཆེ་ཕྲ་གང་ཡིན་ན་དང་པོ་སེམས་བསྐྱེད་རྒྱ་ཆེ་དགོས་རེད
STT_GR_0028_0013_100700_to_103100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0013_100700_to_103100.wav,2.4,སྔོན་གྱི་དགེ་བའི་བཤེས་གཉེན་མཁས་པ་ཐམས་ཅད་ཀྱིས་ ,སྔ་ྒྱི་རྒལ་པོ་ཅིག་ཡོང་ཤད་པ་ཐམས་ཅད་ཀི་ ,སྔོན་གྱི་དགེ་བའི་བཤེས་གཉེན་མཁས་པ་ཐམས་ཅད་ཀྱིས་
STT_GR_0028_0137_937232_to_938575,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0137_937232_to_938575.wav,1.343,བྱང་ཆུབ་སེམས་རྣམ་པ་གཅིག་བསྒོམ།  ,བཟང་ཕྱོགས་ཚེ་རྣམ་པ་གཅིག་སྒོམ།  ,བྱང་ཆུབ་སེམས་རྣམ་པ་གཉིས་སྒོམ།
STT_GR_0022_0042_370800_to_378100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0042_370800_to_378100.wav,7.3,ཟག་པ་མིན་པའི་གི་ཟག་བཅས་ཀི་དགེ་བ། ཟག་མེད་ཀྱི་དགེ་བ་གསུམ། དེ་ནས་འདི་ལ་འཁོར་བ་ཐོག་མ་མེད་པ་དེ་ངེད་ཚོའི་དགེ་བ། ,བསག་པ་མན་པའི་དགུ་བ་ཟག་ྐཅད་གུས་བ་ཟག་མེད་རྒྱེག་གི་ཡོད་བ་ཟ། དེ་ནསང་འདི་ལས་འཁོར་བ་ཐོ་མ་མེད་པ་དེ་སྐབས་སུ་འགྱུར་བཡ།  ,ཟག་པ་མིན་པའི་ཟག་བཅས་ཀྱི་དགེ་བ། ཟག་མེད་ཀྱི་དགེ་བ་ཟེར། དེ་ནས་འདི་ལ་འཁོར་བ་ཐོག་མ་མེད་པ་
STT_GR_0022_0192_1514900_to_1519800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0192_1514900_to_1519800.wav,4.9,དེ་རེས་ངོ་བོ་སྟོང་པ་ནམ་མཁའ་ལྟ་བུ་དེ། དེ་ལྟ་བུ་ཡིན་པ་དེ།  ,དེ་ནས་ངོ་བོ་སྟོང་པ་ནམ་མཁའ་ལྟ་བུ་དེ། དེ་ལྟ་བུ་ཡིན་པ་དེ།  ,དེ་ནས་ངོ་བོ་སྟོང་པ་ནམ་མཁའ་ལྟ་བུ་དེ། དེ་ལྟ་བུ་ཡིན་པ་དེ།
STT_GR_0028_0048_453900_to_459400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0048_453900_to_459400.wav,5.5,ལས་མ་དག་པ་ཐམས་ཅད་ཀིས་སངས་རྒྱས་ཀི་ཡོན་ཏན་མཐོང་དང་མི་མཐོང་། ཁས་ལེན་དང་མི་ལེན།  ,ལན་མ་དག་པ་ཐམས་ཅད་ཀི་སངས་རྒྱས་ཀི་ཡོང་སྟེང་མཐོང་དང་མི་མཐོང་། ཁས་ལེན་ཙང་མི་ལཡི།  ,ལས་མ་དག་པ་ཐམས་ཅད་ཀྱིས་སངས་རྒྱས་ཀྱི་ཡོན་ཏན་མཐོང་དང་མི་མཐོང་། ཁས་ལེན་དང་མི་ལེན་
