file_name,url,audio_duration,uni,inference_transcript,inference_checkpoint-19000
STT_GR_0001_0012_111300_to_114300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0001_0012_111300_to_114300.wav,3.0,དེ་ནས་སེམས་ལ་གནས་རྒྱུ་གཅིག་ཡིན་པ་རེད། ཨོ་རེད།  ,དེ་ནས་སེམས་ལ་གནས་རྒྱུ་དེ་ཡིན་པ་རེད། ཨོ་རེད།  ,དེ་ནས་སེམས་ལ་གནས་རྒྱུ་དེ་ཡིན་པ་རེད། ཨོ་ལེ
STT_GR_0003_0040_211400_to_214400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0003_0040_211400_to_214400.wav,3.0,དད་པ་སྐྱེས་ན་སོ་སོའི་ཁེ་བཟང་རེད།  ,དེ་དཔག་སྐྱེས་ན་སོ་ཅུ་ཁེ་བཟང་རེད།  ,དད་པ་སྐྱེ་ན་སོ་སོསི་ཁེ་བཙང་རེད།
STT_GR_0004_0022_101620_to_103188,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0004_0022_101620_to_103188.wav,1.568,དེ་ནས་ཡང་ང་ཚོ་འབྲི་ཁུང་ལོག་དགོས་ཡོད་ཡང་།,དེ་ལ་ཡ་ང་ཚོ་འགྲོལ་བ་ལོ་གི་ཡང་།  ,དེ་ནས་ཡང་ང་ཚོ་བྲི་ཁོམ་ླུག་གི་ཡང་།
STT_GR_0012_0060_321300_to_322580,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0012_0060_321300_to_322580.wav,1.28,ཕྱི་ནང་གསང་གསུམ་མི་འདྲ་དེ་,ཚར་ལམ་སང་སོམ་མི་འདྲ་དེ།  ,ཕྱི་ནང་གསང་གྱི་གསུམ་མཎྜལ་དེ།
STT_GR_0012_0315_1494432_to_1496224,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0012_0315_1494432_to_1496224.wav,1.792,དུས་གསུམ་བདེར་གཤེགས་ཀུན་གྱི་བླ་མ་ལ་ཟེར།,དུས་གསོམ་འདེ་ཆི་དགུ་དུན་བླ་མ་ལ་ྱས།  ,དུས་གསུམ་དེ་གཤེགས་ཀན་འདུས་ླ་བླ་མ་ལ་ཟེར།
STT_GR_0021_0167_1124944_to_1125584,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0021_0167_1124944_to_1125584.wav,0.64,དཔེར་ན་མི་གཅིག་ལ། ,དཔེར་ན་མི་གཅིག་ལ་ ,དཔེར་ན་མི་གཅིག་ལ་
STT_GR_0004_0021_98612_to_99796,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0004_0021_98612_to_99796.wav,1.184,ཐོས་སྒྲུབ་འདི་ཡིན་གསུངས།  ,ཐུབ་གྲབ་འདི་ཡིན་གསུངས།  ,ཐུགས་སྒྲུབ་འདི་ཡིན་གསུངས།
STT_GR_0002_0094_350548_to_351988,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0002_0094_350548_to_351988.wav,1.44,སྣང་སྲིད་ལྷ་སྐུར་གོ་བ་  ,སནག་སྲིད་ལྷ་སྐོར་གོ་བར།  ,སྣང་སྲིད་ལྷ་སྐུར་གོ་བར།
STT_GR_0029_0018_53068_to_54284,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0029_0018_53068_to_54284.wav,1.216,ཉོན་མོངས་པའི་སྒྲིབ་པ་སེ་,ཉོན་ུ་མོངས་པ་སགྲིབ་པ་ེ།  ,ཉོན་མོངས་པའི་སྒྲིབ་པ་ཟེར།
STT_GR_0023_0076_501144_to_502775,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0023_0076_501144_to_502775.wav,1.631,བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་ནང་ལ།,གཟག་པོ་གྱུག་པའི་སྨོན་ལམ་ནང་ལ།  ,བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་ལང་ལ་
STT_GR_0010_0288_1511180_to_1512300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0010_0288_1511180_to_1512300.wav,1.12,དཔེ་རྩ་ཆེན་པོ་ཡིན་རྫས།  ,དཔེ་རྩ་ཆེན་པོ་ཡིན་དེརད།  ,དཔེ་རྩ་ཆེན་པོ་ཡིན་ཟེར།
STT_GR_0021_0023_209700_to_211600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0021_0023_209700_to_211600.wav,1.9,ངེས་པ་ལྔ་དང་ལྡན་པ་གསུངས།  ,ངེས་པ་ལྔ་དང་ལདིན་པ་སོང་།  ,ངེས་པ་ལྔ་དང་འདེན་པ་གསུངས།
STT_GR_0008_0051_354400_to_357200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0008_0051_354400_to_357200.wav,2.8,གླིང་རྗེ་རས་པ་གིས་ཀ་པ་ལ་དེ་ཁུར་འོང་དུས།,གླིང་སྐྱེས་རིག་པ་གི་ཀ་པ་ལས་དེ་ཁུར་ཡོང་དེ།  ,གླིང་ཤེས་རས་ཀ་པ་ལས་དེ་ཁུར་ཡོང་དེ།
STT_GR_0006_0083_414200_to_417000,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0083_414200_to_417000.wav,2.8,དེ་རིང་ཚོགས་ཀྱི་ཞིང་ཡར་  ,དེ་རིང་ཚོགས་ཀྱི་ཞེང་། ཡར།  ,དེ་ནས་ཚོགས་ཀྱི་ཞིང་། ཡ།
STT_GR_0025_0041_206384_to_208112,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0025_0041_206384_to_208112.wav,1.728,ལམ་གོམས་རིམ་པ་མང་པོ་གསུང་རྒྱུ་ཡོད།  ,ལམ་གོང་རིམ་པ། མང་པོ་གསུང་རྒྱུ་རེད།  ,ལམ་གོང་རིམ་པ། མང་པོ་གསུང་རྒྱུ་ཡོད་རེད།
STT_GR_0007_0134_533744_to_535408,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0007_0134_533744_to_535408.wav,1.664,ང་གིས་འབྱུང་བ་ལྔ་གི་ཁམས་ལ་ང་གིས་ ,ང་གི་འབྱུང་བ་ལྔ་ལ་གབ་ན་ང་གི་ ,ངིས་འབྱུང་བ་ལྔི་སཁ་ན་ང།
STT_GR_0009_0073_342500_to_343556,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0009_0073_342500_to_343556.wav,1.056,དེ་ད་ལོ་བསགས་ཡོད་རེད་གསུངས།  ,དེ་ད་བ་བསགས་ཡོད་རེད་གསུངས།  ,དེ་ལྟ་བུ་བསགས་ཡོད་རེད་གསུང་།
STT_GR_0015_0025_106944_to_108448,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0015_0025_106944_to_108448.wav,1.504,རིགས་ལྔ་ཡབ་ཡུམ་ལ་འགྱུར་སོང་ན། དེ་ང་,དོན་ངག་ཡབ་ཡོང་ལ་འབྱུར་སོང་ན། དེ་ང་ ,རིང་ལྔག་ཡ་ཡུད་ལ་འགྱུར་སོང་ནས་ དེ་ན།
STT_GR_0017_0091_461988_to_463171,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0091_461988_to_463171.wav,1.183,ཆོས་ཀྱི་བྱ་བ་བྱེད་པ།  ,ཆོས་ཀྱི་བྱ་བ་རབྱེད་པ།  ,ཆོས་ཀྱི་བྱ་བ་བྱེད་པ།
STT_GR_0019_0017_164200_to_169100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0017_164200_to_169100.wav,4.9,སྤྱོད་པ་སྐྱོང་ཆོག་པ་གི་རྟོགས་པ་ཡོད་དང་མེད་སློབ་མས་ཧ་གོ་གི་མ་རེད།  ,སྤྱོད་པག་སྐྱོང་། ཆོག་པ་གི་རྟོག་པ་ཡོད་དང་མེད་ སློབ་མེད་ཧ་གོ་གི་མ་རེད།  ,སྤྱོད་པ་སྐྱོང་ཆོག་པའི་རྟོགས་པ་ཡོད་དང་མེད་སློབ་མས་ཧ་གོ་གི་མ་རེད།
STT_GR_0019_0311_1570936_to_1571672,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0311_1570936_to_1571672.wav,0.736,དེ་འགྲོ་དགོས་རེད་ཟེ།  ,དེ་འགྲོད་ི་ཡོད་རེད་ཟེ།  ,དེ་སྤྲུལ་ཁོ་རེད་ཟེར།
STT_GR_0024_0085_541688_to_543064,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0024_0085_541688_to_543064.wav,1.376,ལྷུན་འགྲུབ་རང་བཞིན་གིས་རེད་བ་ལགས།  ,ལྷུན་འགྲོབ་རང་བཞིན་གི་རེད་བ་ལག།  ,ློན་འགྲུབ་ རང་སེམས་ཀྱིས་རེད་བ་ན།
STT_GR_0011_0140_920112_to_920848,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0140_920112_to_920848.wav,0.736,དེ་འདྲའི་བྱེད་དགོས་རེད།  ,དེ་འདྲས་བྱེད་དགོས་རེད།  ,དེ་འདྲས་བྱེད་དགོས་རེད།
STT_GR_0011_0131_900208_to_902256,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0131_900208_to_902256.wav,2.048,དེ་དེ་བ་རང་གི་རྒྱུད་ལ་འདུག་གམ་མི་འདུག་བརྟགས་ནས།  ,དེ་ཐ་བ་རང་གི་རྒྱུད་ལ་མདོ་ག་མི་དོག་བཏག་ནས།  ,དེ་ལྟ་བུ་རང་གི་རྒྱུད་ལ་འདུག་གམ་མི་འདུག་བརྟག་ནས།
STT_GR_0019_0073_382840_to_384440,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0073_382840_to_384440.wav,1.6,སློབ་མ་རང་ལ་དེ་ཇུས་གཏོགས་ཡོད་མ་རེད་རྫས།  ,སློབ་མ་རང་ལོ་དེ་རྒྱུར་ལྡོག་ཡོད་མ་རེད་ཟེ།  ,སློབ་མ་རང་ལ་དེ་ཇུས་གཏོགས་ཡོད་མ་རེད་ཟེར།
STT_GR_0019_0220_1159844_to_1163588,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0220_1159844_to_1163588.wav,3.744,ཨོཾ་ཨཱཿན་མོ་གུ་རུ་མི་ཏྲི་དྷྲིཀ་,ཨོཾ་མའ་ཨ་ལ་མོ་གོ་ར་བེ་ཏར་ྒྲིག་ ,ཨོ་མེ་ཨ་ནམ་ཁོ་ཧུྃ་ཀུ་རི་ནེ་ད་ར་འདྲི
STT_GR_0019_0171_721600_to_724200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0171_721600_to_724200.wav,2.6,དེ་ལ་དེ་འདྲའི་དེ་འདྲའི་ལོ་རྒྱུས་རྣམ་ཐར་ཞིག་གདའ་མོ།  ,དེ་ལ་རྟེན་རི་དེ་ནི་ལོ་རྒྱུས་རྣམ་ཐར་ཞིག་དག་མོ།  ,དེ་ལ་བརྟེན་ནས་དེ་ནས་ལོ་རྒྱུས་རྣམ་ཐར་ཡ་ཞན་དང་པོ།
STT_GR_0019_0155_682964_to_685460,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0155_682964_to_685460.wav,2.496,གཞན་ཕན་གི་སེམས་བསྐྱེད་ཡ་དེས་འདང་གི་རེད་པས་ཟེར།  ,གྲན་ཕན་གི་སེམ་སྐྱི་ཡ་དེ་བཏང་གི་རེད་བེ་ཟེ།  ,སེན་ཕན་དེ་སེམས་གྱིས་ཡ། ཏོན་གཏང་གི་རེད་བ་ཟེར།
STT_GR_0019_0049_332072_to_333352,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0049_332072_to_333352.wav,1.28,དེ་གལ་ཆེན་པོ་རེད། གང་རེད།  ,དེ་གལ་ཆེན་པོ་རེད། སགང་རེད།  ,དེ་གལ་ཆེན་པོ་རེད། གང་རེད
STT_GR_0011_0142_923504_to_924624,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0142_923504_to_924624.wav,1.12,ཁོ་དེ་ནས་འགྲིག་གི་ཡོད་མ་རེད་བ།  ,ཁོ་དེ་འདྲས་འགྲིག་གི་ཡོད་མ་རེད་ང།  ,་དེ་ནས་འགྲིག་གི་ཡོད་མ་རེད་བ
STT_GR_0019_0288_1434468_to_1435524,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0288_1434468_to_1435524.wav,1.056,མཚམས་ཆོས་ཀྱི་དབང་པོ་རེད།  ,མཚམས་ྱིང་ྱིག་པ་ངོ་རེད།  ,བྱམས་སྙིང་རྗེ་སྒོམ་དགོས་རེད།
STT_GR_0019_0125_516563_to_517747,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0019_0125_516563_to_517747.wav,1.184,དོན་དུ་བླ་མ་འདི་ཡི་གསུང་།,དོང་སདུ་ལ་མ་འད་ཡིན་གསུངས།  ,དོན་གྱི་བླ་མ་འདི་ཡིན་གསུངས་རེད།
STT_GR_0022_0078_678200_to_680700,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0078_678200_to_680700.wav,2.5,སྒོམ་བརྒྱབ་དགོས་རེད། ཕྱག་རྒྱ་ཆེན་པོ་སྒོམ་རྒྱག་དགོས་རེད།  ,སྒོམ་བརྒྱང། ས་ྱ་ཆེན་པོ་སྒོམ་རྒྱག་དགོས་རེད།  ,སྒོམ་བརྒྱག་ད་ཕྱག་རྒྱ་ཆེན་པོ་སྒོམ་རྒྱག་དགོས་ཀྱི་རེད།
STT_GR_0022_0024_195500_to_200600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0024_195500_to_200600.wav,5.1,ཨོ་དགེ་རྩ་ལ་འགྱོད་པ་སྐྱེས་པ། དགེ་རྩ་ལ་འགྱོད་པ་སྐྱེས་ནས་ཡང་དེ་བྱས་ཡོད་རེད། ,ཨོ་གི་ཏ་ལ་འགྱུར་པ་བྱས་པ། རེད་བ།་ལེ་གྷི་ཙ་ལ་འགྱུར་པ་ིག་བྱས་ནས་ཡང་རྫི་གི་ཡོད་རེད།  ,ཨུ་དགེ་རྩ་ལ་འགྱོད་པ་ཞེས་པ། རེད་བ། ནས་དགེ་རྩ་ལ་འགྱོད་པ་སྐྱེས་ན་ཡང་འཛད་ཀྱི་ཡོད་རེད།
STT_GR_0022_0210_1612864_to_1614816,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0210_1612864_to_1614816.wav,1.952,མཐོ་ས་གནམ་ལ་ཡར་མཆོངས་མར་ལྷུང་ཡོང་གི་རེད་བ།  ,ཐོང་ས་གནམ་ལ་ཡར་ཁྱོད་ར་མ་དགའ་ལྷོང་ཡོང་གི་རེད་བ།  ,ཆོག་ས་གནམ་ལ་ཡར་ྱོང་ན་མ་ག་ལྷུང་གི་རེད་བ།
STT_GR_0022_0200_1575100_to_1580100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0200_1575100_to_1580100.wav,5.0,འབྲས་བུ་ཡིན་པར་ངེས་རྒྱུ་རང་གི་སེམས་ལ་ལྟོས་རྫས།  ,འབྲས་བོས་ཡན་པར་ངིས་རྒྱས། རང་གི་ཚེམ་ལ་ལྟོས་དེ།  ,འབྲས་བུ་ཡིན་པར་ངན་གྱིས། རང་གི་སེམས་ལ་ལྟོསཟེར།
STT_GR_0022_0113_1059300_to_1071600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0113_1059300_to_1071600.wav,12.3,ཡིན་ན་ཡང་། དེ་བར་དོ་གི་སྡུག་བསྔལ་མྱོང་བའི་རྒྱུ་དེ་ག་རེ་རེད། བདག་འཛིན་ལ་བརྟེན་ནས། དེ་ནས་ད་ལྟ་བསླུ་བསྡད་རྒྱུའི་བདག་འཛིན་ལ་བརྟེན་ནས། བར་དོ་ཡིད་ཀྱི་གཟུགས་གཅིག་གྲུབ་ནས། དེ་ནས་མིང་གཞི་འདུས་པའི་ཕུང་པོ་ཟེར།,ཡིན་ན་ཡང་དེ་བར་དོག་གི་སྡུག་བསྔལ་སྨྱོ་པོ་རྒྱུ་དང་གང་རེ་རེད། བདག་འདིན་ལ་བརྟེན་ནས། དེ་ནས་ད་ལྟ་བླུས་འདུན་གྱི་བདག་འདི་ལ་བརྟེན་ནས་བར་ཐོགས་ཡིད་ཀྱི་ྫོགས་ཀྱི་གྲབ་ནས། དེ་ནས་མན་ྒྱ་དེ་པ་ཕུང་པོ་ཟང།  ,ཡིན་ན་ཡང་དེ་བར་དོའི་སྡུག་བསྔལ་སྨྱོང་བའི་རྒྱུ་དེ་ག་རེ་རེད། བདག་འཛིན་ལ་བརྟེན་ནས། དེ་ནས་ད་ལྟ་ལུས་རྟེན་གྱི་བདག་འཛིན་ལ་བརྟེན་ནས་བར་དོ་གཞན་གྱི་གཟུགས་ཅན་གྲུབ་ནས། དེ་ནས་མིང་གཞིས་བསྡུས་པའི་ཕུང་པོ་གསུངས།
STT_GR_0028_0004_34500_to_40200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0004_34500_to_40200.wav,5.7,ཨོ། ལས་དག་པ་ཐམས་ཅད་ཀི་མཐོང་ཚུལ་གཅིག་རེད། མ་དག་པ་ཐམས་ཅད་མཐོང་ཚུལ་གཅིག་ཡོད་རེད།  ,ཨོ། ལས་དག་པ་དམ་བཅད་ཀི་མཐོང་ཁྲོད་བསྐྱབ་དུས་མ་དག་པ་ཐམས་ཅད་མཐོང་ྲོད་སྐྱིད་ཡོད་རེད།  ,ཨོ། ལས་དག་པ་ཐམས་ཅད་ཀྱི་མཐོང་སུ་གཅིག་དེ་མ་དག་པ་ཐམས་ཅད་མཐོང་ཚུ་གཅིག་ཡོད་རེད།
STT_GR_0022_0265_1881516_to_1882924,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0265_1881516_to_1882924.wav,1.408,ད་ངེད་གཉིས་ཐག་རིང་པོ་རེད། ངེད་གཉིས།  ,ད་ངད་གཉིས་ཐག་རིང་པོར།་ངེད་གཉིས།  ,ད་ངེད་གཉིས་ཐག་རིང་པོ་ངེད་གཉིས་
STT_GR_0028_0066_513696_to_514943,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0066_513696_to_514943.wav,1.247,ཉར་བསྡད་རེད་དེ་ནས་དེ་འདྲའི་གི་དཔེ་བླངས།,ཉར་དེ་འདྲའི་དེ་རེད། དེ་འདྲའ་གི་དཔེ་ན།  ,མཉལ་བསྡད་ནས་དེ་ནས་དེ་འདྲས་དཔེར་ན།
STT_GR_0028_0108_854216_to_856328,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0108_854216_to_856328.wav,2.112,"དེ་ནས་ཇི་ལྟར་བཏགས་པའི་དགོངས
དོན་བླ་མར་འདོམས་བརྫས། ",དེ་ནས་གཞི་ལྟར་དག་པོའི་གོ་རྟོགས་བླ་མར་དོན་ྱས།  ,དེ་ནས་ཞེས་རིལ་ད་པའི་ཁོང་ཚོ་བླ་མ་སུམ་ཟེར།
STT_GR_0022_0027_218700_to_223000,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0027_218700_to_223000.wav,4.3,སེམས་ཅན་ལ་ཕན་འདོགས་པ་དང་། དཀོན་མཆོག་ལ་མཆོད་པ་གོས་སྐུ་ལ་སོགས་པ་བྱས་ན།  ,སེམས་ཅན་ལ་ཕུལ་འདོག་པ་དང་། དཀོན་མཆོག་ལ་ཁྱུག་པ་དགུ་སྐ་ལ་སོགས་པ་བྱས་ན།  ,སེམས་ཅན་ལ་ཕན་འདོགས་པ་དང་། དཀོན་མཆོག་ལ་མཆོད་པ་གུས་བཀུར་ལ་སོགས་པ་བྱས་ན
STT_GR_0022_0119_1138204_to_1141468,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0119_1138204_to_1141468.wav,3.264,བརྩེ་བ་མེད་ན་དངོས་སུ་སེམས་ཅན་འབྲེལ་བ་ཆགས་ཐུབ་ཀྱི་ཡོད་མ་རེད། སྙིང་རྗེ་མེད་ན།  ,བརྩེ་བ་མེད་ན་སྐུ་སེ་སེམས་རྒྱུད་འྲེ་བ་ཆགས་ཐུབ་ཀི་ཡོད་མ་རེད། སྔུན་ྱད་མེད་ན།  ,བརྩེ་བ་མེད་ན་དངོས་སུ་སེམས་ཅན་ལ་འབྲེལ་བ་ཆགས་ཐུབ་ཀྱི་ཡོད་མ་རེད། སྙིང་རྗེ་མེད་ན།
STT_GR_0022_0089_778400_to_783700,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0022_0089_778400_to_783700.wav,5.3,དེ་ལས་སེམས་ཅན་གྱི་དོན་རང་བཞིན་དུ་འབད་མེད་ལྷུན་གྲུབ་ཏུ་འབྱུང་གི་ཡོད་རེད།  ,དེ་ལས་སེམས་ྐཅིད་ཀི་གདོང་རང་ཞིན་དང་འབད་མེད་ལྷུ་ྒྲབ་ཀ་འགྱོང་པི་ཡོད་རེད།  ,དེ་རེད། སེམས་ཅན་གྱི་དོན་རང་བཞིན་དུ་འབད་མེད་ལྷུན་འགྲུབ་ཀྱིས་འབྱུང་གི་ཡོད་རེད།
STT_GR_0028_0012_91800_to_100300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0028_0012_91800_to_100300.wav,8.5,བདེན་པ་རེད། བདེན་པ་མ་རེད་བསམ་པའི། གཟུང་བ་ཡུལ་ལ་འཛིན་པ་སེམས་ཟེར། མདོར་ན་འཁོར་བ་དེ་གང་ནས་བྱུང་ཟེར་ན། གཟུང་འཛིན་ནས་བྱུང་ཟེར།  ,ལདན་པ་རེད། འདི་མར་མ་རེད་བསམ་པའི། བཟུང་བ་ཞུལ་ལ་འཛིན་པ་སེམས་རཛིས། མདོར་ནས་འཁོར་བ་དེ་གང་ནས་བཟུང་དེརེད། རཟུང་འཛིན་ནས་བྱུང་ཙི།  ,བདེན་པ་རེད། བདེ་མ་མ་རེད་བསམ་པའི་གཟུང་བ་ཡུལ་ལ་འཛིན་པ་སེམས་དེ། མདོར་ན་འཁོར་བ་དེ་གང་ནས་བྱུང་དེ། གཟུང་འཛིན་ལས་བྱུང་ཟར།
